user_id,content_id,action,timestamp,device,region,session_id
119,1005,skip,2024-03-13 10:31:15,desktop,US,m0k0rp
126,1004,forward,2024-03-13 21:09:12,desktop,EU,ut4pkh
107,1003,pause,2024-03-13 10:31:55,desktop,APAC,i7x7h7
171,1003,forward,2024-03-13 17:33:49,mobile,US,ffi4d4
128,1004,pause,2024-03-13 05:44:19,desktop,APAC,i2dmp5
141,1006,pause,2024-03-13 00:49:36,tablet,APAC,27qh6d
135,1006,play,2024-03-13 20:12:43,desktop,US,9sciw5
160,1005,forward,2024-03-13 15:54:51,mobile,US,7d32vk
199,1003,play,2024-03-13 00:14:19,tablet,APAC,k0ym9y
183,1008,pause,2024-03-13 18:28:17,mobile,US,4mey93
196,1006,play,2024-03-13 12:31:02,tablet,APAC,5mc1j4
180,1003,forward,2024-03-13 06:01:33,desktop,EU,h9n0lf
179,1000,play,2024-03-13 18:04:25,tablet,EU,6k4k3c
110,1006,forward,2024-03-13 17:36:45,tablet,EU,bgh7l9
142,1007,skip,2024-03-13 06:05:17,desktop,US,rtddzb
184,1003,play,2024-03-13 00:55:00,tablet,APAC,utlhue
160,1002,forward,2024-03-13 01:00:12,desktop,EU,7d32vk
135,1003,skip,2024-03-13 09:32:11,desktop,US,9sciw5
157,1005,skip,2024-03-13 03:11:22,desktop,APAC,0i29ed
113,1001,play,2024-03-13 23:11:21,mobile,EU,guzf17
177,1000,forward,2024-03-13 08:58:06,tablet,EU,whyax9
128,1006,play,2024-03-13 23:07:15,desktop,APAC,xhvcpr
169,1006,pause,2024-03-13 21:04:00,desktop,EU,ix79uw
193,1007,play,2024-03-13 22:30:53,tablet,EU,gbu9sz
182,1005,forward,2024-03-13 12:05:54,tablet,US,s9rv3n
105,1004,play,2024-03-13 07:00:37,tablet,APAC,umkz8x
139,1007,forward,2024-03-13 18:31:48,desktop,US,h9r8m0
179,1009,skip,2024-03-13 12:32:54,desktop,US,6k4k3c
117,1003,skip,2024-03-13 18:23:44,tablet,APAC,zfnjbd
