user_id,content_id,action,timestamp,device,region,session_id
133,1009,play,2024-03-09 20:00:22,mobile,EU,a5yphp
118,1007,pause,2024-03-09 08:08:51,mobile,EU,r0fugm
128,1008,skip,2024-03-09 15:40:21,tablet,US,fb40ss
100,1009,forward,2024-03-09 10:23:20,desktop,APAC,d5iaf6
121,1007,forward,2024-03-09 18:14:09,tablet,APAC,pnedx2
120,1003,pause,2024-03-09 19:40:38,mobile,US,r6inwt
106,1010,play,2024-03-09 21:30:06,tablet,APAC,p8xg3x
118,1005,pause,2024-03-09 20:37:38,tablet,EU,zrahlu
200,1005,play,2024-03-09 12:40:55,tablet,US,ezvsau
200,1005,pause,2024-03-09 01:25:34,mobile,EU,ezvsau
140,1008,skip,2024-03-09 01:14:57,desktop,EU,qy3b1o
109,1009,forward,2024-03-09 22:54:55,desktop,US,o47p7k
162,1003,pause,2024-03-09 07:14:07,tablet,EU,rptkc6
180,1001,play,2024-03-09 14:16:16,mobile,EU,bz0cm0
171,1009,forward,2024-03-09 10:56:24,tablet,EU,cfzvw2
111,1003,skip,2024-03-09 12:09:13,tablet,EU,h9ii4r
191,1006,pause,2024-03-09 17:18:15,mobile,US,4zqx41
155,1001,pause,2024-03-09 08:20:03,mobile,APAC,yt199y
107,1004,pause,2024-03-09 11:45:18,tablet,EU,l9bfk2
172,1004,skip,2024-03-09 16:54:43,mobile,EU,kjc5ob
104,1009,pause,2024-03-09 16:48:08,desktop,US,zme8hm
193,1010,forward,2024-03-09 13:30:31,tablet,US,81cx0x
175,1006,play,2024-03-09 13:39:38,tablet,US,9o31e1
196,1007,forward,2024-03-09 09:56:25,mobile,US,kbrcdu
151,1000,pause,2024-03-09 19:39:35,desktop,US,v26289
141,1005,skip,2024-03-09 03:13:37,desktop,US,ef5myq
197,1008,skip,2024-03-09 11:09:09,tablet,APAC,cjw03o
182,1003,pause,2024-03-09 08:57:53,desktop,APAC,r9p8il
198,1002,skip,2024-03-09 12:58:24,desktop,US,ic0wnp
