user_id,content_id,action,timestamp,device,region,session_id
182,1000,play,2024-03-01 17:37:21,tablet,EU,w44j17
169,1005,play,2024-03-01 06:01:35,mobile,US,b118t7
121,1001,play,2024-03-01 11:35:53,tablet,EU,0qbgbi
139,1002,forward,2024-03-01 09:51:08,desktop,US,hlyc6i
157,1005,pause,2024-03-01 05:18:36,desktop,US,r7p821
126,1007,skip,2024-03-01 07:57:04,tablet,APAC,3szcjr
102,1001,skip,2024-03-01 14:24:57,desktop,APAC,9j472h
153,1004,forward,2024-03-01 17:04:32,mobile,APAC,rqkxto
121,1005,skip,2024-03-01 16:09:13,tablet,US,0qbgbi
161,1004,play,2024-03-01 09:24:10,desktop,APAC,vfv7wn
116,1009,forward,2024-03-01 10:26:21,tablet,US,azik5n
173,1001,play,2024-03-01 23:41:14,mobile,US,gbnlsn
195,1002,pause,2024-03-01 07:37:17,mobile,US,huzywr
200,1003,play,2024-03-01 16:28:49,tablet,APAC,u7iqz3
189,1004,pause,2024-03-01 11:24:40,mobile,APAC,bilfmn
198,1004,play,2024-03-01 20:53:18,tablet,US,1attwf
188,1001,play,2024-03-01 08:21:55,tablet,EU,n7qy6y
198,1004,forward,2024-03-01 18:12:01,desktop,US,1attwf
119,1010,skip,2024-03-01 04:32:55,mobile,APAC,327o4v
127,1004,skip,2024-03-01 13:34:57,mobile,APAC,iyg7hu
101,1008,pause,2024-03-01 01:56:16,tablet,EU,gm8vgl
103,1007,forward,2024-03-01 14:18:25,mobile,APAC,o0qzse
171,1007,skip,2024-03-01 14:11:44,mobile,APAC,9nxxhd
127,1010,skip,2024-03-01 19:23:45,mobile,APAC,iyg7hu
188,1001,forward,2024-03-01 03:59:29,desktop,APAC,n7qy6y
163,1008,play,2024-03-01 17:54:45,tablet,US,qq2h8j
189,1005,play,2024-03-01 02:31:31,mobile,US,bilfmn
119,1000,skip,2024-03-01 22:41:10,tablet,US,327o4v
