user_id,content_id,action,timestamp,device,region,session_id
174,1006,pause,2024-03-21 12:32:02,mobile,US,irw2nh
128,1010,pause,2024-03-21 17:02:11,desktop,APAC,4dlrww
109,1006,skip,2024-03-21 17:41:41,tablet,APAC,57cizh
178,1007,play,2024-03-21 10:39:10,mobile,EU,1keqae
165,1005,skip,2024-03-21 14:45:20,desktop,APAC,kfi2rc
120,1004,play,2024-03-21 04:47:13,tablet,APAC,33x3l0
157,1006,forward,2024-03-21 14:33:10,tablet,APAC,h9znn1
169,1001,skip,2024-03-21 05:08:19,desktop,US,jp6k0s
187,1005,skip,2024-03-21 17:24:48,tablet,US,2v8962
128,1007,play,2024-03-21 20:59:14,tablet,US,4dlrww
171,1005,skip,2024-03-21 12:32:02,tablet,US,v8vkov
175,1010,forward,2024-03-21 18:08:32,mobile,US,05y2l7
200,1009,forward,2024-03-21 03:00:03,tablet,APAC,xvc1ey
134,1006,play,2024-03-21 22:24:53,desktop,US,1ivhve
170,1007,pause,2024-03-21 09:17:47,tablet,APAC,kzixss
200,1009,pause,2024-03-21 20:14:26,desktop,EU,xvc1ey
136,1005,forward,2024-03-21 22:37:57,mobile,US,suujg0
199,1002,pause,2024-03-21 21:20:22,mobile,APAC,fg14jl
155,1009,pause,2024-03-21 17:06:42,mobile,APAC,bn4dd0
105,1002,forward,2024-03-21 03:23:17,mobile,APAC,s2i0px
167,1002,pause,2024-03-21 03:48:00,mobile,EU,0msh91
191,1006,skip,2024-03-21 11:08:40,tablet,US,iyfucq
197,1007,pause,2024-03-21 17:38:22,desktop,US,lbb65x
128,1000,play,2024-03-21 06:02:44,tablet,EU,4dlrww
153,1007,pause,2024-03-21 15:20:06,desktop,US,qcal35
149,1007,skip,2024-03-21 04:37:22,desktop,US,lssljy
165,1006,skip,2024-03-21 03:50:38,desktop,APAC,uolmq2
164,1005,skip,2024-03-21 16:48:30,tablet,EU,riprp4
