user_id,content_id,action,timestamp,device,region,session_id
132,1009,pause,2024-03-23 16:46:52,mobile,APAC,6ic8d7
192,1010,skip,2024-03-23 16:54:46,tablet,APAC,rxhxaz
162,1005,pause,2024-03-23 08:22:26,tablet,EU,eq0g5f
197,1004,pause,2024-03-23 16:42:51,desktop,APAC,ju3wgj
148,1006,play,2024-03-23 13:41:15,mobile,APAC,mjti06
191,1010,play,2024-03-23 20:14:32,tablet,US,7lkk8u
198,1000,play,2024-03-23 11:11:39,tablet,US,s86ky3
147,1007,skip,2024-03-23 11:26:28,desktop,APAC,aqef7o
180,1000,play,2024-03-23 11:43:01,desktop,US,6xd3pt
133,1009,pause,2024-03-23 07:25:43,tablet,APAC,fvroci
190,1000,skip,2024-03-23 03:09:26,mobile,US,ql9zhc
101,1006,forward,2024-03-23 02:42:32,tablet,US,ixcgma
190,1003,play,2024-03-23 13:37:11,tablet,EU,ql9zhc
182,1010,skip,2024-03-23 09:19:28,tablet,EU,rc9x15
129,1005,skip,2024-03-23 15:33:40,mobile,APAC,b035y1
161,1007,skip,2024-03-23 05:31:04,mobile,APAC,31o533
133,1007,pause,2024-03-23 17:00:10,tablet,APAC,aowqfb
110,1000,skip,2024-03-23 10:19:44,desktop,EU,f7bt7v
191,1002,skip,2024-03-23 19:40:06,tablet,US,7lkk8u
189,1005,pause,2024-03-23 22:22:25,mobile,APAC,a3fg23
148,1003,play,2024-03-23 07:57:43,mobile,EU,mjti06
112,1005,play,2024-03-23 02:02:06,mobile,APAC,9twjil
187,1005,play,2024-03-23 08:37:08,desktop,US,8468qy
173,1001,skip,2024-03-23 03:56:32,tablet,APAC,zs8eg9
181,1008,play,2024-03-23 00:46:55,tablet,EU,97cuty
157,1009,skip,2024-03-23 01:56:46,mobile,APAC,p4idqn
200,1001,skip,2024-03-23 06:40:56,mobile,APAC,e5vnc4
