user_id,content_id,action,timestamp,device,region,session_id
195,1003,play,2024-03-05 08:04:51,mobile,US,h3vvju
101,1002,play,2024-03-05 01:20:40,desktop,APAC,kv0efa
163,1008,skip,2024-03-05 02:26:01,mobile,EU,kxnd7a
116,1003,skip,2024-03-05 17:31:09,desktop,EU,y8qki8
178,1000,skip,2024-03-05 09:11:22,tablet,EU,baq3w1
113,1007,forward,2024-03-05 01:25:08,mobile,APAC,gn9oq7
108,1006,skip,2024-03-05 22:26:11,tablet,APAC,bqh4a9
143,1001,skip,2024-03-05 06:13:32,mobile,EU,mau6iq
171,1004,pause,2024-03-05 17:52:42,desktop,EU,ho82wu
110,1001,pause,2024-03-05 15:14:10,desktop,US,kxtlpd
119,1010,forward,2024-03-05 08:16:08,desktop,EU,uqc8m8
157,1009,play,2024-03-05 07:12:36,mobile,US,ks1oza
100,1006,pause,2024-03-05 02:27:14,tablet,APAC,5e10ni
129,1010,forward,2024-03-05 15:23:28,tablet,APAC,4htp8k
196,1005,pause,2024-03-05 09:06:43,desktop,EU,06rs23
115,1005,pause,2024-03-05 22:04:13,tablet,APAC,ok08tt
167,1005,play,2024-03-05 01:14:32,mobile,US,vxw17o
189,1008,pause,2024-03-05 05:51:21,mobile,EU,dozny9
183,1009,play,2024-03-05 21:59:48,tablet,APAC,1cv939
180,1006,pause,2024-03-05 00:58:51,mobile,EU,s54qh7
167,1006,skip,2024-03-05 04:51:11,mobile,EU,2fdz69
197,1000,forward,2024-03-05 05:00:44,tablet,EU,q1kicc
179,1003,play,2024-03-05 17:46:23,desktop,US,ko9gm5
157,1004,forward,2024-03-05 12:29:23,desktop,EU,ks1oza
179,1003,forward,2024-03-05 20:06:12,desktop,APAC,fhzsge
106,1008,play,2024-03-05 23:25:51,tablet,US,qykvw1
198,1008,play,2024-03-05 21:37:19,mobile,EU,zfh1hm
