user_id,content_id,action,timestamp,device,region,session_id
121,1010,forward,2024-03-17 02:47:38,desktop,EU,mcgfmc
174,1010,forward,2024-03-17 13:16:46,desktop,APAC,sufzc8
119,1004,forward,2024-03-17 18:52:19,tablet,APAC,0vo82l
114,1002,skip,2024-03-17 15:32:39,desktop,EU,vx05mp
166,1005,forward,2024-03-17 01:51:48,mobile,US,63qjv0
140,1007,skip,2024-03-17 03:07:23,mobile,APAC,i20wdu
136,1005,forward,2024-03-17 15:45:38,mobile,EU,s3hx36
189,1004,pause,2024-03-17 22:08:42,mobile,US,3ngjeu
123,1005,forward,2024-03-17 05:48:33,mobile,EU,wmzfpi
118,1004,skip,2024-03-17 04:22:45,desktop,EU,nilj31
158,1003,play,2024-03-17 20:53:06,tablet,US,n30f8f
163,1008,play,2024-03-17 02:52:00,tablet,EU,zq52zi
158,1010,pause,2024-03-17 16:36:30,tablet,EU,n30f8f
193,1004,forward,2024-03-17 17:13:11,desktop,EU,ujsobc
195,1000,pause,2024-03-17 20:54:19,desktop,EU,b60fs7
192,1009,pause,2024-03-17 00:51:39,mobile,APAC,aqxoc5
196,1003,skip,2024-03-17 03:00:43,mobile,APAC,tf3f25
172,1000,skip,2024-03-17 18:11:29,tablet,APAC,l2klkv
177,1000,play,2024-03-17 23:06:07,mobile,EU,spuox5
127,1000,forward,2024-03-17 07:21:17,desktop,US,eo65kz
106,1004,pause,2024-03-17 20:54:25,mobile,US,bpmibh
128,1008,skip,2024-03-17 22:37:53,tablet,US,1cdcyx
196,1001,skip,2024-03-17 19:15:45,desktop,APAC,tf3f25
142,1004,pause,2024-03-17 04:25:39,tablet,US,0qmac8
124,1005,play,2024-03-17 19:54:04,tablet,APAC,polerc
192,1009,skip,2024-03-17 00:24:24,desktop,US,9bqmtp
103,1002,pause,2024-03-17 11:29:10,mobile,US,8esv1z
180,1004,skip,2024-03-17 11:22:45,desktop,US,qmlia0
188,1006,skip,2024-03-17 16:59:29,tablet,APAC,bnbor7
173,1000,skip,2024-03-17 03:15:52,tablet,APAC,14goj5
